,diet,lat,lon,nz,site
000015254.fixed225,Omnivore,39.1,-76.8,660,UBERON:feces
000015255.fixed226,Omnivore,39.1,-76.8,213,UBERON:hand
000015256.fixed341,Vegetarian but eat seafood,51.6,-0.1,620,UBERON:feces
000015257.fixed342,Vegetarian but eat seafood,51.6,-0.1,450,UBERON:feces
000015258.fixed343,Vegetarian but eat seafood,51.6,-0.1,600,UBERON:feces
000015259.fixed344,Vegetarian but eat seafood,51.6,-0.1,311,UBERON:feces
000015261.fixed171,Omnivore,42.6,-71.8,647,UBERON:feces
000015262.fixed167,Omnivore,42.6,-71.8,546,UBERON:feces
000015263.fixed253,Omnivore,42.6,-71.8,168,UBERON:feces
000015264.fixed181,Omnivore,42.6,-71.8,545,UBERON:feces
000015265.fixed257,Omnivore,42.6,-71.8,540,UBERON:feces
000015276.fixed18,Vegetarian but eat seafood,41.9,-87.9,665,UBERON:feces
000015277.fixed1019,unknown,41.9,-87.9,177,UBERON:tongue
000015278.fixed15,Vegetarian but eat seafood,41.9,-87.9,654,UBERON:hand
000015279.fixed16,Vegetarian but eat seafood,41.9,-87.9,524,UBERON:hand
000015280.fixed263,Vegetarian but eat seafood,41.9,-87.9,544,UBERON:skin
000015282.fixed948,Vegetarian but eat seafood,42.4,-71.1,339,UBERON:tongue
000015283.fixed946,Vegetarian but eat seafood,42.4,-71.1,250,UBERON:skin
000015284.fixed53,Vegetarian but eat seafood,42.4,-71.1,771,UBERON:feces
000015285.fixed944,Vegetarian but eat seafood,42.4,-71.1,234,UBERON:hand
000015291.fixed84,Vegetarian but eat seafood,40.8,-89.6,551,UBERON:hand
000015292.fixed82,Vegetarian but eat seafood,40.8,-89.6,574,UBERON:hand
000015293.fixed151,Vegetarian but eat seafood,40.8,-89.6,472,UBERON:skin
000015294.fixed977,Vegetarian but eat seafood,40.8,-89.6,131,UBERON:tongue
000015295.fixed86,Vegetarian but eat seafood,40.8,-89.6,528,UBERON:feces
000015296.fixed345,unknown,39.7,-105.0,588,UBERON:feces
000015297.fixed346,unknown,39.7,-105.0,409,UBERON:feces
000015298.fixed347,unknown,39.7,-105.0,2,UBERON:feces
000015299.fixed348,unknown,39.7,-105.0,491,UBERON:feces
000015300.fixed349,unknown,39.7,-105.0,504,UBERON:feces
000015301.fixed927,Vegetarian but eat seafood,40.8,-96.7,227,UBERON:hand
000015302.fixed924,Vegetarian but eat seafood,40.8,-96.7,234,UBERON:hand
000015303.fixed830,Vegetarian but eat seafood,40.8,-96.7,349,UBERON:skin
000015305.fixed191,Vegetarian but eat seafood,40.8,-96.7,686,UBERON:feces
000015326.fixed196,Omnivore,40.7,-73.9,225,UBERON:hand
000015327.fixed1061,Omnivore,40.7,-73.9,145,UBERON:tongue
000015328.fixed193,Omnivore,40.7,-73.9,214,UBERON:hair follicle
000015329.fixed194,Omnivore,40.7,-73.9,712,UBERON:feces
000015330.fixed150,Omnivore,40.7,-73.9,248,UBERON:skin
000015341.fixed138,Omnivore,45.6,-122.4,959,UBERON:hand
000015342.fixed139,Omnivore,45.6,-122.4,463,UBERON:hand
000015343.fixed140,Omnivore,45.6,-122.4,520,UBERON:feces
000015344.fixed134,Omnivore,45.6,-122.4,420,UBERON:tongue
000015345.fixed1093,Omnivore,45.6,-122.4,1,UBERON:skin
000015346.fixed136,Omnivore,39.3,-76.6,555,UBERON:feces
000015347.fixed137,Omnivore,39.3,-76.6,321,UBERON:skin
000015348.fixed1059,Omnivore,39.3,-76.6,124,UBERON:tongue
000015349.fixed154,Omnivore,39.3,-76.6,741,UBERON:hand
000015350.fixed89,Omnivore,39.3,-76.6,459,UBERON:hand
000015351.fixed88,Omnivore,42.3,-71.1,326,UBERON:hand
000015352.fixed87,Omnivore,42.3,-71.1,364,UBERON:skin
000015353.fixed1024,Omnivore,42.3,-71.1,194,UBERON:tongue
000015354.fixed91,Omnivore,42.3,-71.1,374,UBERON:hand
000015355.fixed90,Omnivore,42.3,-71.1,645,UBERON:feces
000015381.fixed244,Omnivore,47.5,-122.1,163,UBERON:hand
000015382.fixed245,Omnivore,47.5,-122.1,167,UBERON:hand
000015383.fixed246,Omnivore,47.5,-122.1,169,UBERON:skin
000015384.fixed863,Omnivore,47.5,-122.1,131,UBERON:tongue
000015385.fixed129,Omnivore,47.5,-122.1,671,UBERON:feces
000015391.fixed217,Omnivore,42.9,-71.3,202,UBERON:skin
000015392.fixed201,Omnivore,42.9,-71.3,222,UBERON:hand
000015393.fixed215,Omnivore,42.9,-71.3,389,UBERON:hand
000015394.fixed214,Omnivore,42.9,-71.3,301,UBERON:feces
000015401.fixed105,Omnivore,37.5,-122.5,502,UBERON:skin
000015402.fixed1013,Omnivore,37.5,-122.5,180,UBERON:tongue
000015403.fixed170,Omnivore,37.5,-122.5,619,UBERON:hand
000015404.fixed162,Omnivore,37.5,-122.5,736,UBERON:feces
000015405.fixed168,Omnivore,37.5,-122.5,605,UBERON:hand
000015446.fixed949,Omnivore,37.9,-122.2,162,UBERON:tongue
000015447.fixed11,Omnivore,37.9,-122.2,324,UBERON:feces
000015448.fixed184,Omnivore,37.9,-122.2,717,UBERON:hand
000015449.fixed175,Omnivore,37.9,-122.2,848,UBERON:skin
000015450.fixed46,Omnivore,37.9,-122.2,581,UBERON:feces
000015451.fixed988,Omnivore,38.8,-77.1,10,UBERON:hand
000015452.fixed985,Omnivore,38.8,-77.1,304,UBERON:skin
000015453.fixed986,Omnivore,38.8,-77.1,8,UBERON:hand
000015455.fixed990,Omnivore,38.8,-77.1,382,UBERON:feces
000015461.fixed199,Omnivore,39.1,-76.6,468,UBERON:feces
000015462.fixed876,Omnivore,39.1,-76.6,199,UBERON:tongue
000015463.fixed204,Omnivore,39.1,-76.6,417,UBERON:skin
000015464.fixed212,Omnivore,39.1,-76.6,919,UBERON:hand
000015465.fixed192,Omnivore,39.1,-76.6,1022,UBERON:hand
000015491.fixed1008,Omnivore,39.8,-75.7,118,UBERON:hand
000015492.fixed237,Omnivore,39.8,-75.7,1,UBERON:feces
000015494.fixed849,Omnivore,39.8,-75.7,8,UBERON:skin
000015495.fixed831,Omnivore,39.8,-75.7,117,UBERON:hand
000015505.fixed775,Omnivore,40.9,-72.7,427,UBERON:feces
000015538.fixed119,Omnivore,42.3,-71.0,257,UBERON:feces
000015541.1259640,Omnivore,30.2,-97.8,426,UBERON:feces
000015542.1259727,Omnivore,30.2,-97.8,350,UBERON:feces
000015553.fixed837,Omnivore,41.8,-83.7,244,UBERON:feces
000015567.fixed951,Omnivore,33.6,-112.1,241,UBERON:feces
000015568.fixed677,Omnivore,42.9,-74.4,696,UBERON:feces
000015569.fixed647,Omnivore,44.7,-72.2,40,UBERON:feces
000015571.fixed818,Omnivore,44.6,-123.3,501,UBERON:feces
000015575.fixed814,Omnivore,42.4,-71.6,766,UBERON:feces
000015577.fixed350,Omnivore,33.6,-117.9,468,UBERON:feces
000015580.fixed723,Omnivore,42.3,-71.1,695,UBERON:feces
000015581.fixed1083,Omnivore,33.7,-111.8,369,UBERON:feces
000015584.fixed152,Omnivore,32.6,-85.5,486,UBERON:feces
000015587.fixed719,Omnivore,38.2,-122.0,329,UBERON:feces
000015589.fixed718,Omnivore,37.6,-122.5,474,UBERON:feces
000015591.fixed65,Omnivore,43.1,-88.0,407,UBERON:feces
000015594.fixed691,Omnivore,20.9,-156.3,758,UBERON:feces
000015596.fixed693,Omnivore,40.8,-74.0,324,UBERON:feces
000015598.fixed37,Omnivore,39.7,-105.0,355,UBERON:feces
000015599.fixed690,Omnivore,37.8,-122.2,392,UBERON:feces
000015604.fixed44,Omnivore,39.7,-104.8,601,UBERON:feces
000015605.fixed654,Omnivore,41.1,-73.9,516,UBERON:feces
000015607.fixed655,Omnivore,29.8,-95.6,367,UBERON:feces
000015613.fixed1089,Omnivore,45.7,-121.5,159,UBERON:feces
000015616.fixed673,Omnivore,21.4,-157.8,526,UBERON:feces
000015621.fixed698,Omnivore,32.7,-117.1,279,UBERON:feces
000015623.fixed351,Omnivore,27.6,-97.3,503,UBERON:feces
000015624.fixed700,Omnivore,45.4,-122.7,884,UBERON:feces
000015627.fixed699,Omnivore,40.4,-74.7,380,UBERON:feces
000015632.fixed726,Vegetarian,41.5,-81.5,821,UBERON:feces
000015634.fixed638,Omnivore,32.9,-117.2,658,UBERON:feces
000015636.fixed725,Omnivore,47.0,-122.9,578,UBERON:feces
000015638.fixed729,Omnivore,39.4,-84.6,783,UBERON:feces
000015639.fixed730,Omnivore,47.0,-122.9,725,UBERON:feces
000015826.1261763,Omnivore,39.6,-105.1,352,UBERON:feces
000015827.fixed817,Omnivore,34.2,-118.5,1,UBERON:feces
000015828.fixed717,Vegetarian but eat seafood,41.3,-72.9,483,UBERON:feces
000015830.fixed74,unknown,37.9,-122.2,790,UBERON:feces
000015833.fixed1085,Omnivore,38.1,-79.1,207,UBERON:feces
000015849.fixed13,Omnivore,47.6,-122.0,362,UBERON:feces
000015850.fixed108,Omnivore,42.5,-70.9,703,UBERON:feces
000015851.1261705,Omnivore,37.3,-81.3,290,UBERON:feces
000015854.fixed25,Vegetarian but eat seafood,29.7,-95.5,266,UBERON:feces
000015855.fixed113,Omnivore,41.7,-71.2,480,UBERON:feces
000015856.fixed695,Omnivore,47.6,-122.2,872,UBERON:feces
000015862.fixed780,Omnivore,39.0,-77.3,415,UBERON:feces
000015865.fixed203,Omnivore,33.7,-117.0,722,UBERON:feces
000015867.fixed205,Omnivore,40.0,-75.2,502,UBERON:feces
000015873.1261675,Omnivore,34.0,-118.4,491,UBERON:feces
000015874.fixed803,Vegetarian but eat seafood,40.9,-73.9,364,UBERON:feces
000015877.fixed241,Omnivore,38.8,-77.1,26,UBERON:feces
000015878.fixed805,Omnivore but no red meat,39.7,-105.1,331,UBERON:feces
000015881.fixed159,Omnivore,42.2,-88.4,453,UBERON:feces
000015886.fixed754,Omnivore,34.2,-116.4,693,UBERON:feces
000015887.fixed1050,Omnivore,45.5,-122.6,535,UBERON:feces
000015898.fixed788,Omnivore,34.0,-118.4,836,UBERON:feces
000015899.fixed755,Omnivore,34.0,-118.4,893,UBERON:feces
000015900.fixed1042,Vegetarian,43.7,-70.3,358,UBERON:feces
000015901.fixed1043,Vegetarian,43.7,-70.3,196,UBERON:feces
000015907.fixed657,Omnivore,39.0,-77.1,558,UBERON:feces
000015908.1262004,Omnivore,41.8,-71.2,425,UBERON:feces
000015910.fixed34,Omnivore,42.2,-83.6,409,UBERON:feces
000015912.fixed40,Omnivore,35.7,-78.9,479,UBERON:feces
000015913.fixed36,Omnivore,35.7,-78.9,1,UBERON:feces
000015924.fixed680,Vegetarian but eat seafood,42.1,-76.3,6,UBERON:feces
000015925.fixed996,Omnivore but no red meat,42.1,-76.3,308,UBERON:feces
000015930.fixed1076,unknown,44.1,-103.2,145,UBERON:tongue
000015931.fixed81,unknown,44.1,-103.2,904,UBERON:feces
000015940.1261651,Omnivore,42.0,-93.6,606,UBERON:feces
000015948.1261778,Omnivore,26.2,-80.1,536,UBERON:feces
000015949.1261767,Omnivore,26.2,-80.1,546,UBERON:feces
000015975.fixed998,Omnivore,47.7,-122.3,110,UBERON:tongue
000015976.fixed270,Omnivore,47.7,-122.3,677,UBERON:skin
000015977.fixed274,Omnivore,47.7,-122.3,614,UBERON:feces
000015978.fixed272,Omnivore,47.7,-122.3,613,UBERON:hand
000015999.fixed669,Omnivore,40.1,-75.2,778,UBERON:feces
000016009.fixed978,Omnivore,41.6,-81.2,593,UBERON:feces
000016166.fixed670,Omnivore,27.9,-82.7,642,UBERON:feces
000016171.fixed696,Vegetarian,38.5,-122.6,792,UBERON:feces
000016174.fixed692,Omnivore,40.8,-74.0,575,UBERON:feces
000016177.fixed659,Omnivore,47.7,-116.8,404,UBERON:feces
000016178.fixed867,Omnivore,52.0,-0.5,66,UBERON:mucosa of vagina
000016179.fixed107,Omnivore,52.0,-0.5,654,UBERON:feces
000016182.fixed352,unknown,51.6,-0.1,311,UBERON:feces
000016183.fixed353,unknown,39.7,-105.0,413,UBERON:feces
000016186.fixed354,unknown,51.5,-0.1,351,UBERON:feces
000016187.fixed355,Omnivore,51.5,-0.1,480,UBERON:feces
000016192.fixed356,Omnivore,51.8,-0.8,420,UBERON:feces
000016193.fixed357,unknown,51.5,-0.1,327,UBERON:feces
000016200.fixed358,unknown,51.4,-0.2,428,UBERON:feces
000016201.fixed359,unknown,51.4,-0.2,433,UBERON:feces
000016202.fixed360,unknown,51.4,-0.2,407,UBERON:feces
000016203.fixed361,unknown,51.4,-0.2,396,UBERON:feces
000016204.fixed362,unknown,51.4,-0.2,270,UBERON:feces
000016205.fixed363,Omnivore,52.4,-4.1,317,UBERON:feces
000016206.fixed364,Omnivore,52.4,-4.1,212,UBERON:feces
000016207.fixed365,Omnivore,52.4,-4.1,305,UBERON:feces
000016208.fixed366,Omnivore,52.4,-4.1,243,UBERON:feces
000016209.fixed367,Omnivore,52.4,-4.1,230,UBERON:feces
000016215.fixed368,Vegetarian but eat seafood,51.6,-0.1,422,UBERON:feces
000016216.fixed369,Vegetarian but eat seafood,51.6,-0.1,308,UBERON:feces
000016217.fixed370,Vegetarian but eat seafood,51.6,-0.1,812,UBERON:feces
000016218.fixed371,Vegetarian but eat seafood,51.6,-0.1,395,UBERON:feces
000016219.fixed372,Vegetarian but eat seafood,51.6,-0.1,4,UBERON:feces
000016220.fixed373,Omnivore,51.5,-0.1,801,UBERON:feces
000016221.fixed374,Omnivore,51.5,-0.1,702,UBERON:feces
000016222.fixed375,Omnivore,51.5,-0.1,506,UBERON:feces
000016223.fixed376,Omnivore,51.5,-0.1,826,UBERON:feces
000016224.fixed377,Omnivore,51.5,-0.1,695,UBERON:feces
000016226.fixed378,unknown,51.4,-0.2,371,UBERON:feces
000016227.fixed379,unknown,51.4,-0.2,363,UBERON:feces
000016229.fixed380,unknown,51.4,-0.2,391,UBERON:feces
000016230.fixed381,Omnivore,51.5,-0.1,412,UBERON:feces
000016231.fixed382,Omnivore,51.5,-0.1,775,UBERON:feces
000016232.fixed383,Omnivore,51.5,-0.1,878,UBERON:feces
000016233.fixed384,Omnivore,51.5,-0.1,604,UBERON:feces
000016234.fixed385,Omnivore,51.5,-0.1,766,UBERON:feces
000016235.fixed386,Omnivore,51.5,-0.0,491,UBERON:feces
000016236.fixed387,Omnivore,51.5,-0.0,504,UBERON:feces
000016237.fixed388,Omnivore,51.5,-0.0,222,UBERON:feces
000016238.fixed389,Omnivore,51.5,-0.0,393,UBERON:feces
000016239.fixed390,Omnivore,51.5,-0.0,640,UBERON:feces
000016245.fixed391,unknown,51.6,-0.1,567,UBERON:feces
000016246.fixed392,unknown,51.6,-0.1,558,UBERON:feces
000016247.fixed393,unknown,51.6,-0.1,482,UBERON:feces
000016248.fixed394,unknown,51.6,-0.1,487,UBERON:feces
000016255.fixed395,unknown,51.6,-0.1,611,UBERON:feces
000016256.fixed396,unknown,51.6,-0.1,569,UBERON:feces
000016257.fixed397,unknown,51.6,-0.1,577,UBERON:feces
000016258.fixed398,unknown,51.6,-0.1,630,UBERON:feces
000016259.fixed399,unknown,51.6,-0.1,574,UBERON:feces
000016260.fixed400,Vegetarian but eat seafood,51.6,-0.1,609,UBERON:feces
000016261.fixed401,Vegetarian but eat seafood,51.6,-0.1,691,UBERON:feces
000016262.fixed402,Vegetarian but eat seafood,51.6,-0.1,764,UBERON:feces
000016263.fixed403,Vegetarian but eat seafood,51.6,-0.1,660,UBERON:feces
000016264.fixed404,Vegetarian but eat seafood,51.6,-0.1,524,UBERON:feces
000016265.fixed405,Vegetarian but eat seafood,51.6,-0.1,393,UBERON:feces
000016266.fixed406,Vegetarian but eat seafood,51.6,-0.1,424,UBERON:feces
000016267.fixed407,Vegetarian but eat seafood,51.6,-0.1,453,UBERON:feces
000016268.fixed408,Vegetarian but eat seafood,51.6,-0.1,679,UBERON:feces
000016269.fixed409,Vegetarian but eat seafood,51.6,-0.1,483,UBERON:feces
000016270.fixed410,unknown,51.5,-0.1,285,UBERON:feces
000016271.fixed411,unknown,51.5,-0.1,248,UBERON:feces
000016272.fixed412,unknown,51.5,-0.1,350,UBERON:feces
000016273.fixed413,unknown,51.5,-0.1,471,UBERON:feces
000016274.fixed414,unknown,51.5,-0.1,302,UBERON:feces
000016275.fixed415,Vegetarian but eat seafood,51.6,-0.1,639,UBERON:feces
000016276.fixed416,Vegetarian but eat seafood,51.6,-0.1,410,UBERON:feces
000016277.fixed417,Vegetarian but eat seafood,51.6,-0.1,349,UBERON:feces
000016278.fixed418,Vegetarian but eat seafood,51.6,-0.1,673,UBERON:feces
000016279.fixed419,Vegetarian but eat seafood,51.6,-0.1,562,UBERON:feces
000016280.fixed420,Vegetarian but eat seafood,51.6,-0.1,508,UBERON:feces
000016281.fixed421,Vegetarian but eat seafood,51.6,-0.1,568,UBERON:feces
000016282.fixed422,unknown,51.6,-0.1,561,UBERON:feces
000016283.fixed423,unknown,51.6,-0.1,506,UBERON:feces
000016284.fixed424,Vegetarian but eat seafood,51.6,-0.1,630,UBERON:feces
000016285.fixed425,Omnivore,51.5,-0.0,576,UBERON:feces
000016286.fixed426,Omnivore,51.5,-0.0,4,UBERON:feces
000016287.fixed427,Omnivore,51.5,-0.0,388,UBERON:feces
000016288.fixed428,Omnivore,51.5,-0.0,519,UBERON:feces
000016289.fixed429,Omnivore,51.5,-0.0,579,UBERON:feces
000016290.fixed430,Omnivore,52.4,-4.1,224,UBERON:feces
000016291.fixed431,Omnivore,52.4,-4.1,319,UBERON:feces
000016292.fixed432,Omnivore,52.4,-4.1,200,UBERON:feces
000016293.fixed433,Omnivore,52.4,-4.1,345,UBERON:feces
000016294.fixed434,Omnivore,52.4,-4.1,347,UBERON:feces
000016295.fixed435,unknown,51.5,-0.1,284,UBERON:feces
000016296.fixed436,unknown,51.5,-0.1,293,UBERON:feces
000016297.fixed437,unknown,51.5,-0.1,347,UBERON:feces
000016309.fixed681,Omnivore,33.0,-96.7,247,UBERON:feces
000016313.fixed707,Omnivore,40.8,-74.0,427,UBERON:feces
000016314.fixed273,Omnivore,33.6,-117.9,754,UBERON:feces
000016315.fixed910,Vegetarian,46.8,-123.2,301,UBERON:feces
000016316.fixed130,Omnivore,27.0,-82.3,416,UBERON:feces
000016321.fixed269,Omnivore,39.5,-107.3,1,UBERON:feces
000016323.fixed158,Omnivore,38.9,-77.3,351,UBERON:feces
000016325.fixed163,Omnivore,41.6,-87.8,533,UBERON:feces
000016331.fixed187,Omnivore,33.0,-108.3,568,UBERON:feces
000016333.fixed760,Omnivore but no red meat,38.0,-84.5,580,UBERON:feces
000016334.fixed235,Omnivore,38.9,-77.2,821,UBERON:feces
000016339.fixed185,Omnivore,32.9,-96.8,459,UBERON:feces
000016340.fixed787,Omnivore but no red meat,34.1,-118.5,429,UBERON:feces
000016344.fixed221,Omnivore,26.7,-80.1,273,UBERON:feces
000016347.fixed222,Omnivore,39.0,-77.2,933,UBERON:feces
000016353.fixed75,Omnivore,38.2,-122.6,674,UBERON:feces
000016354.fixed735,Vegetarian but eat seafood,38.2,-122.6,516,UBERON:feces
000016355.fixed819,Omnivore,37.6,-122.4,1238,UBERON:feces
000016356.fixed816,Omnivore,37.6,-122.4,342,UBERON:feces
000016359.fixed251,Omnivore,34.1,-94.0,675,UBERON:feces
000016360.fixed111,Omnivore,34.1,-94.0,309,UBERON:feces
000016369.fixed17,Omnivore,48.5,-123.3,401,UBERON:feces
000016370.fixed259,Omnivore,48.5,-123.3,493,UBERON:feces
000016371.fixed106,Omnivore,48.5,-123.3,281,UBERON:feces
000016401.fixed438,Omnivore,42.6,-70.8,297,UBERON:feces
000016403.fixed439,Omnivore,42.6,-70.8,20,UBERON:feces
000016404.fixed440,Omnivore,42.6,-70.8,332,UBERON:feces
000016405.fixed1003,Omnivore,40.0,-105.3,342,UBERON:feces
000016405.fixed741,Omnivore,40.0,-105.3,792,UBERON:feces
000016406.fixed441,Omnivore,40.0,-105.3,46,UBERON:feces
000016407.fixed688,Omnivore but no red meat,40.0,-75.3,592,UBERON:feces
000016408.fixed732,Omnivore,40.0,-75.3,1087,UBERON:feces
000016409.fixed733,Omnivore,40.0,-75.3,864,UBERON:feces
000016414.fixed710,Omnivore,29.7,-95.5,340,UBERON:feces
000016415.fixed643,Omnivore,29.7,-95.5,468,UBERON:feces
000016432.fixed442,Omnivore,51.0,11.6,317,UBERON:feces
000016433.fixed443,Omnivore,51.0,11.6,506,UBERON:feces
000016447.fixed1055,Omnivore but no red meat,45.1,-92.8,163,UBERON:tongue
000016449.fixed444,Omnivore,64.8,-147.3,374,UBERON:feces
000016456.fixed811,Omnivore,42.4,-76.5,726,UBERON:feces
000016457.fixed810,Omnivore,42.4,-76.5,454,UBERON:feces
000016458.fixed746,Omnivore,42.4,-71.1,1213,UBERON:feces
000016467.fixed675,Omnivore,40.0,-105.1,365,UBERON:feces
000016470.fixed656,Omnivore,34.1,-118.4,757,UBERON:feces
000016471.fixed968,Omnivore,34.1,-118.4,37,UBERON:tongue
000016484.fixed156,Omnivore,42.3,-71.2,575,UBERON:feces
000016485.fixed31,Omnivore,42.3,-71.2,510,UBERON:feces
000016488.fixed30,Vegetarian but eat seafood,42.4,-71.1,477,UBERON:feces
000016489.fixed160,Vegetarian but eat seafood,42.4,-71.1,363,UBERON:feces
000016490.fixed117,Vegetarian but eat seafood,42.4,-71.1,477,UBERON:feces
000016491.fixed116,Vegetarian but eat seafood,42.4,-71.1,494,UBERON:feces
000016498.fixed125,unknown,42.4,-71.1,407,UBERON:feces
000016499.fixed124,unknown,42.4,-71.1,734,UBERON:feces
000016500.fixed239,Omnivore,40.0,-105.3,370,UBERON:feces
000016501.fixed80,Omnivore,40.0,-105.3,488,UBERON:feces
000016684.fixed445,Omnivore,40.0,-105.2,436,UBERON:feces
000016685.fixed446,Omnivore,40.0,-105.2,296,UBERON:feces
000016686.fixed447,Omnivore,40.0,-105.2,421,UBERON:feces
000016687.fixed448,Omnivore,40.0,-105.2,356,UBERON:feces
000016688.fixed449,Omnivore,40.0,-105.2,384,UBERON:feces
000016689.fixed450,Omnivore,40.0,-105.2,555,UBERON:feces
000016690.fixed451,Omnivore,40.0,-105.2,308,UBERON:feces
000016691.fixed452,Omnivore,40.0,-105.2,233,UBERON:feces
000016692.fixed453,Omnivore,40.0,-105.2,288,UBERON:feces
000016693.fixed454,Omnivore,40.0,-105.2,411,UBERON:feces
000016697.fixed455,Omnivore but no red meat,40.0,-105.3,694,UBERON:feces
000016698.fixed456,Omnivore but no red meat,40.0,-105.3,556,UBERON:feces
000016699.fixed457,Omnivore but no red meat,40.0,-105.3,457,UBERON:feces
000016700.fixed458,Omnivore but no red meat,40.0,-105.3,512,UBERON:feces
000016701.fixed459,Omnivore but no red meat,40.0,-105.3,562,UBERON:feces
000016702.fixed460,Omnivore but no red meat,40.0,-105.3,475,UBERON:feces
000016703.fixed461,Omnivore but no red meat,40.0,-105.3,534,UBERON:feces
000016704.fixed462,Omnivore,40.0,-105.2,445,UBERON:feces
000016705.fixed463,Omnivore,40.0,-105.2,488,UBERON:feces
000016706.fixed464,Omnivore,40.0,-105.2,517,UBERON:feces
000016707.fixed465,Omnivore,40.0,-105.2,536,UBERON:feces
000016708.fixed466,Omnivore,40.0,-105.2,591,UBERON:feces
000016709.fixed467,Omnivore,40.0,-105.2,392,UBERON:feces
000016710.fixed468,Omnivore,40.0,-105.2,483,UBERON:feces
000016711.fixed469,Omnivore,40.0,-105.2,438,UBERON:feces
000016712.fixed470,Omnivore,40.0,-105.2,507,UBERON:feces
000016713.fixed471,Omnivore,40.0,-105.2,419,UBERON:feces
000016714.fixed472,Omnivore,40.0,-105.4,515,UBERON:feces
000016715.fixed473,Omnivore,40.0,-105.4,516,UBERON:feces
000016716.fixed474,Omnivore,40.0,-105.4,436,UBERON:feces
000016717.fixed475,Omnivore,40.0,-105.4,385,UBERON:feces
000016718.fixed476,Omnivore,40.0,-105.4,438,UBERON:feces
000016719.fixed477,Omnivore,40.0,-105.4,359,UBERON:feces
000016720.fixed478,Omnivore,40.0,-105.4,364,UBERON:feces
000016721.fixed479,Omnivore,40.0,-105.4,491,UBERON:feces
000016722.fixed480,Omnivore,40.0,-105.4,448,UBERON:feces
000016723.fixed481,Omnivore,40.0,-105.4,377,UBERON:feces
000016725.fixed482,Omnivore,40.1,-105.3,503,UBERON:feces
000016726.fixed483,Omnivore,40.1,-105.3,608,UBERON:feces
000016727.fixed484,Omnivore,40.1,-105.3,483,UBERON:feces
000016728.fixed485,Omnivore,40.1,-105.3,652,UBERON:feces
000016729.fixed486,Omnivore,40.1,-105.3,576,UBERON:feces
000016730.fixed487,Omnivore,40.1,-105.3,615,UBERON:feces
000016731.fixed488,Omnivore,40.1,-105.3,532,UBERON:feces
000016734.fixed489,Omnivore,40.0,-105.4,391,UBERON:feces
000016735.fixed490,Omnivore,40.0,-105.4,486,UBERON:feces
000016736.fixed491,Omnivore,40.0,-105.4,496,UBERON:feces
000016737.fixed492,Omnivore,40.0,-105.4,501,UBERON:feces
000016738.fixed493,Omnivore,40.0,-105.4,346,UBERON:feces
000016739.fixed494,Omnivore,40.0,-105.4,209,UBERON:feces
000016740.fixed495,Omnivore,40.0,-105.4,341,UBERON:feces
000016741.fixed496,Omnivore,40.0,-105.4,307,UBERON:feces
000016742.fixed497,Omnivore,40.0,-105.4,416,UBERON:feces
000016743.fixed498,Omnivore,40.0,-105.4,190,UBERON:feces
000016744.fixed499,Omnivore,40.4,-105.1,17,UBERON:feces
000016745.fixed500,Omnivore,40.4,-105.1,387,UBERON:feces
000016746.fixed501,Omnivore,40.4,-105.1,11,UBERON:feces
000016747.fixed502,Omnivore,40.4,-105.1,6,UBERON:feces
000016748.fixed503,Omnivore,40.4,-105.1,7,UBERON:feces
000016749.fixed504,Omnivore,40.4,-105.1,417,UBERON:feces
000016750.fixed505,Omnivore,40.4,-105.1,16,UBERON:feces
000016751.fixed506,Omnivore,40.4,-105.1,12,UBERON:feces
000016752.fixed507,Omnivore,40.4,-105.1,294,UBERON:feces
000016754.fixed508,Omnivore,40.0,-105.2,413,UBERON:feces
000016755.fixed509,Omnivore,40.0,-105.2,548,UBERON:feces
000016756.fixed510,Omnivore,40.0,-105.2,487,UBERON:feces
000016757.fixed511,Omnivore,40.0,-105.2,421,UBERON:feces
000016759.fixed512,Omnivore,40.0,-105.2,460,UBERON:feces
000016760.fixed513,Omnivore,40.0,-105.2,339,UBERON:feces
000016761.fixed514,Omnivore,40.0,-105.2,382,UBERON:feces
000016762.fixed515,Omnivore,40.0,-105.2,412,UBERON:feces
000016763.fixed516,Omnivore,40.0,-105.2,487,UBERON:feces
000016764.fixed517,Omnivore,40.0,-105.2,494,UBERON:feces
000016765.fixed518,Omnivore,40.0,-105.2,532,UBERON:feces
000016766.fixed519,Omnivore,40.0,-105.2,508,UBERON:feces
000016767.fixed520,Omnivore,40.0,-105.2,517,UBERON:feces
000016768.fixed521,Omnivore,40.0,-105.2,505,UBERON:feces
000016769.fixed522,Omnivore,40.0,-105.2,469,UBERON:feces
000016770.fixed523,Omnivore,40.0,-105.2,388,UBERON:feces
000016771.fixed524,Omnivore,40.0,-105.2,11,UBERON:feces
000016772.fixed525,Omnivore,40.0,-105.2,450,UBERON:feces
000016773.fixed526,Omnivore,40.0,-105.2,376,UBERON:feces
000017056.fixed527,Omnivore,51.8,-0.8,653,UBERON:feces
000017057.fixed528,Omnivore,51.8,-0.8,638,UBERON:feces
000017058.fixed529,Omnivore,51.8,-0.8,586,UBERON:feces
000017059.fixed530,Omnivore,51.8,-0.8,221,UBERON:tongue
000017060.fixed531,Omnivore,51.8,-0.8,761,UBERON:feces
000017121.fixed682,Omnivore,47.5,-122.1,885,UBERON:feces
